Analysis of start_t: '2011-04-30 18:06:20' to: '2011-04-30 22:00:19'
Rs1 has 4676 results!
Rs2 has 4676 results!
Rs3 has 4676 results!
Rs4 has 4676 results!
Data: [117.0, 0.0, 6271856.0, 61.0, 34786.0]
Data: [117.0, 0.0, 6270452.0, 115.0, 34994.0]
Data: [117.0, 0.0, 6271044.0, 59.0, 35154.0]
Data: [117.0, 0.0, 6271440.0, 60.0, 35154.0]
Data: [117.0, 0.0, 6270444.0, 60.0, 35258.0]
Data: [117.0, 0.0, 6271972.0, 58.0, 34786.0]
Data: [117.0, 0.0, 6272452.0, 102.0, 35258.0]
Data: [117.0, 0.0, 6269624.0, 58.0, 34418.0]
Data: [117.0, 0.0, 6268884.0, 58.0, 34314.0]
Data: [117.0, 0.0, 6267216.0, 64.0, 35098.0]
Data: [117.0, 0.0, 6266712.0, 58.0, 34314.0]
Data: [117.0, 0.0, 6266696.0, 102.0, 35258.0]
Data: [117.0, 0.0, 6267564.0, 60.0, 34890.0]
Data: [117.0, 0.012453300124532999, 6266992.0, 72.0, 34852.0]
Data: [117.0, 0.0, 6267964.0, 63.0, 34258.0]
Data: [117.0, 0.0, 6267596.0, 60.0, 35258.0]
Data: [117.0, 0.0, 6267228.0, 103.0, 34418.0]
Data: [117.0, 0.0, 6267292.0, 58.0, 35098.0]
Data: [117.0, 0.0, 6267520.0, 57.0, 34890.0]
Data: [117.0, 0.0, 6267128.0, 63.0, 34154.0]
Data: [117.0, 0.0, 6268348.0, 55.0, 34154.0]
Data: [117.0, 0.0, 6267920.0, 118.0, 34522.0]
Data: [117.0, 0.0, 6267496.0, 58.0, 35306.0]
Data: [117.0, 0.0, 6267620.0, 58.0, 34626.0]
Data: [117.0, 0.0, 6268356.0, 72.0, 34786.0]
Data: [117.0, 0.0, 6268132.0, 58.0, 35258.0]
Data: [117.0, 0.0, 6266524.0, 103.0, 34730.0]
Data: [117.0, 0.0, 6266932.0, 58.0, 34994.0]
Data: [117.0, 0.0, 6267908.0, 62.0, 34626.0]
Data: [117.0, 0.0, 6267488.0, 58.0, 34730.0]
Data: [117.0, 0.0, 6267852.0, 58.0, 35154.0]
Data: [117.0, 0.0, 6267832.0, 75.0, 34786.0]
Data: [117.0, 0.0, 6267072.0, 58.0, 35258.0]
Data: [117.0, 0.0, 6266904.0, 98.0, 34786.0]
Data: [117.0, 0.0, 6266900.0, 58.0, 34786.0]
Data: [117.0, 0.0, 6266688.0, 58.0, 34418.0]
Data: [117.0, 0.0, 6266776.0, 90.0, 34890.0]
Data: [117.0, 0.0, 6266600.0, 58.0, 35258.0]
Data: [117.0, 0.0, 6267464.0, 57.0, 35098.0]
Data: [117.0, 0.0, 6266952.0, 58.0, 34626.0]
Data: [117.0, 0.0, 6266436.0, 58.0, 35258.0]
Data: [117.0, 0.0, 6266660.0, 76.0, 34786.0]
Data: [117.0, 0.0, 6268388.0, 58.0, 34786.0]
Data: [117.0, 0.0, 6267500.0, 58.0, 34728.0]
Data: [112.0, 0.0, 6267860.0, 66.0, 34786.0]
Data: [112.0, 0.0, 6267448.0, 58.0, 35258.0]
Data: [112.0, 0.0, 6267824.0, 75.0, 35258.0]
Data: [117.0, 0.0, 6267052.0, 61.0, 35258.0]
Data: [117.0, 0.0, 6268540.0, 73.0, 35258.0]
Data: [117.0, 0.0, 6267640.0, 56.0, 34786.0]
Data: [117.0, 0.0, 6267384.0, 58.0, 35050.0]
Data: [117.0, 0.0, 6267488.0, 75.0, 35258.0]
Data: [117.0, 0.0, 6268604.0, 60.0, 35258.0]
Data: [117.0, 0.0, 6268104.0, 60.0, 34786.0]
Data: [117.0, 0.0, 6267352.0, 58.0, 35146.0]
Data: [117.0, 0.0124378109452736, 6267840.0, 58.0, 34428.0]
Data: [117.0, 0.0, 6268548.0, 114.0, 34626.0]
Data: [117.0, 0.0, 6268004.0, 58.0, 35164.0]
Data: [117.0, 0.0, 6268272.0, 57.0, 35258.0]
Data: [117.0, 0.0, 6267748.0, 70.0, 34834.0]
Data: [117.0, 0.0124688279301746, 6267848.0, 58.0, 35060.0]
Data: [117.0, 0.0, 6267432.0, 76.0, 34834.0]
Data: [117.0, 0.0124378109452736, 6267920.0, 58.0, 35360.0]
Data: [117.0, 0.0, 6268496.0, 61.0, 35258.0]
Data: [117.0, 0.0, 6267968.0, 60.0, 34522.0]
Data: [117.0, 0.0, 6266832.0, 58.0, 35258.0]
Data: [117.0, 0.0, 6267696.0, 75.0, 35258.0]
Data: [117.0, 0.0, 6267288.0, 58.0, 35098.0]
Data: [117.0, 0.0124378109452736, 6267896.0, 93.0, 34900.0]
Data: [117.0, 0.0, 6267864.0, 60.0, 34626.0]
Data: [117.0, 0.0, 6268360.0, 58.0, 34890.0]
Data: [117.0, 0.0, 6268580.0, 88.0, 35096.0]
Data: [112.0, 0.0, 6268544.0, 61.0, 34626.0]
Data: [112.0, 0.0, 6267284.0, 246.0, 39380.0]
Data: [117.0, 0.0124378109452736, 6271188.0, 78.0, 35116.0]
Data: [117.0, 0.0, 6272092.0, 56.0, 34786.0]
Data: [117.0, 0.0, 6272436.0, 58.0, 34050.0]
Data: [117.0, 0.0, 6271296.0, 55.0, 35202.0]
Data: [117.0, 0.0, 6272164.0, 58.0, 33946.0]
Data: [117.0, 0.012422360248447199, 6271624.0, 165.0, 35060.0]
Data: [117.0, 0.0373134328358209, 6272336.0, 55.0, 34658.0]
Data: [117.0, 0.0, 6271960.0, 57.0, 34418.0]
Data: [117.0, 0.0, 6271828.0, 58.0, 35098.0]
Data: [117.0, 0.0, 6271648.0, 71.0, 34994.0]
Data: [117.0, 0.0, 6272580.0, 82.0, 34522.0]
Data: [117.0, 0.0, 6272556.0, 58.0, 34588.0]
Data: [117.0, 0.0, 6272556.0, 58.0, 34522.0]
Data: [117.0, 0.0, 6272012.0, 58.0, 35298.0]
Data: [117.0, 0.0, 6272108.0, 57.0, 34050.0]
Data: [117.0, 0.0, 6272324.0, 80.0, 34938.0]
Data: [117.0, 0.024844720496894398, 6271948.0, 56.0, 34498.0]
Data: [117.0, 0.0124688279301746, 6271776.0, 92.0, 35094.0]
Data: [117.0, 0.0, 6272236.0, 59.0, 35154.0]
Data: [117.0, 0.0, 6271736.0, 60.0, 35258.0]
Data: [117.0, 0.0, 6272096.0, 90.0, 35258.0]
Data: [117.0, 0.0, 6273232.0, 56.0, 35098.0]
Data: [117.0, 0.0, 6272844.0, 58.0, 34674.0]
Data: [117.0, 0.024906600249065998, 6272700.0, 58.0, 34624.0]
Data: [117.0, 0.0, 6272328.0, 61.0, 34626.0]
Data: [117.0, 0.0124378109452736, 6273372.0, 80.0, 34324.0]
Data: [117.0, 0.0, 6272476.0, 55.0, 35322.0]
Data: [117.0, 0.0, 6271932.0, 57.0, 34626.0]
Data: [117.0, 0.0, 6272160.0, 60.0, 34786.0]
Data: [117.0, 0.0, 6273220.0, 94.0, 35098.0]
Data: [117.0, 0.0, 6272824.0, 82.0, 34418.0]
Data: [117.0, 0.0, 6272432.0, 56.0, 35202.0]
Data: [117.0, 0.0, 6272556.0, 70.0, 34154.0]
Data: [117.0, 0.0, 6268488.0, 55.0, 34570.0]
Data: [117.0, 0.0124378109452736, 6267704.0, 57.0, 34852.0]
Data: [117.0, 0.0, 6268644.0, 80.0, 35258.0]
Data: [117.0, 0.0, 6268508.0, 56.0, 35042.0]
Data: [117.0, 0.0, 6268740.0, 58.0, 34484.0]
Data: [117.0, 0.0, 6268668.0, 58.0, 35306.0]
Data: [117.0, 0.0, 6268776.0, 60.0, 34520.0]
Data: [112.0, 0.0, 6268640.0, 111.0, 34786.0]
Data: [112.0, 0.0, 6268484.0, 56.0, 34786.0]
Data: [112.0, 0.0, 6269332.0, 58.0, 35258.0]
Data: [117.0, 0.0, 6268456.0, 58.0, 34786.0]
Data: [117.0, 0.0, 6268308.0, 72.0, 34994.0]
Data: [117.0, 0.0, 6268416.0, 81.0, 35258.0]
Data: [117.0, 0.0, 6268632.0, 56.0, 35256.0]
Data: [112.0, 0.0, 6268252.0, 57.0, 35258.0]
Data: [112.0, 0.0, 6268132.0, 58.0, 34890.0]
Data: [112.0, 0.0, 6268848.0, 58.0, 34730.0]
Data: [117.0, 0.0124378109452736, 6268240.0, 85.0, 34956.0]
Data: [117.0, 0.0, 6268232.0, 59.0, 34956.0]
Data: [117.0, 0.0, 6268604.0, 99.0, 34154.0]
Data: [117.0, 0.0, 6268316.0, 61.0, 35096.0]
Data: [117.0, 0.0, 6267876.0, 57.0, 34362.0]
Data: [117.0, 0.024844720496894398, 6267972.0, 92.0, 35058.0]
Data: [117.0, 0.0, 6268956.0, 56.0, 34588.0]
Data: [117.0, 0.0, 6268044.0, 58.0, 34882.0]
Data: [117.0, 0.024906600249065998, 6267984.0, 58.0, 34992.0]
Data: [117.0, 0.0, 6268368.0, 60.0, 34312.0]
Data: [117.0, 0.0, 6268444.0, 78.0, 34520.0]
Data: [117.0, 0.0, 6268140.0, 58.0, 34852.0]
Data: [117.0, 0.012422360248447199, 6268596.0, 55.0, 34852.0]
Data: [117.0, 0.0, 6267488.0, 93.0, 34626.0]
Data: [117.0, 0.0, 6268836.0, 58.0, 34050.0]
Data: [117.0, 0.0, 6269720.0, 80.0, 34154.0]
Data: [117.0, 0.0, 6268540.0, 55.0, 34010.0]
Data: [117.0, 0.0, 6268540.0, 70.0, 35096.0]
Data: [117.0, 0.0, 6269232.0, 58.0, 34890.0]
Data: [117.0, 0.012422360248447199, 6269944.0, 58.0, 34796.0]
Data: [117.0, 0.0, 6269264.0, 82.0, 34730.0]
Data: [117.0, 0.0124378109452736, 6269252.0, 56.0, 34518.0]
Data: [117.0, 0.0, 6268712.0, 58.0, 34674.0]
Data: [117.0, 0.024906600249065998, 6269676.0, 58.0, 35398.0]
Data: [117.0, 0.0, 6269732.0, 57.0, 34728.0]
Data: [117.0, 0.0, 6269616.0, 119.0, 34890.0]
Data: [117.0, 0.0, 6269820.0, 56.0, 35258.0]
Data: [117.0, 0.0, 6270072.0, 58.0, 34594.0]
Data: [117.0, 0.0, 6269860.0, 70.0, 34226.0]
Data: [117.0, 0.0124688279301746, 6269120.0, 61.0, 34524.0]
Data: [117.0, 0.0, 6268584.0, 79.0, 34122.0]
Data: [117.0, 0.0, 6269072.0, 56.0, 33868.0]
Data: [117.0, 0.0, 6268956.0, 58.0, 34666.0]
